episode_id,episode_text,domain,research_area,delta_ged,delta_ig,is_insight,cross_domain_count,domain_diversity,topk_count,vector_reconstruction,timestamp
292,"Recent research in Computer Vision introduces novel architecture for autonomous systems, showing promising results with practical implications for real-world deployment.",autonomous systems,Computer Vision,0.8714620172977448,0.292,True,10,1,10,"Episode_292: 中間抽象度, 集約的 (dims: [55, 373, 124, 359, 302])",2025-06-18T13:59:10.468010
293,"Recent research in Reinforcement Learning demonstrates significant improvements in natural language processing, showing promising results with practical implications for real-world deployment.",natural language processing,Reinforcement Learning,0.7472319304943085,0.293,True,10,1,10,"Episode_293: 中間抽象度, 集約的 (dims: [36, 182, 77, 235, 202])",2025-06-18T13:59:10.513524
294,"Recent research in Graph Neural Networks reveals new insights about computer vision, showing promising results with practical implications for real-world deployment.",computer vision,Graph Neural Networks,0.750832736492157,0.294,True,10,1,10,"Episode_294: 中間抽象度, 集約的 (dims: [360, 184, 305, 266, 71])",2025-06-18T13:59:10.558683
295,"Recent research in Federated Learning establishes new benchmarks for robotics, showing promising results with practical implications for real-world deployment.",robotics,Federated Learning,0.6535001993179321,0.295,True,10,1,10,"Episode_295: 中間抽象度, 集約的 (dims: [309, 42, 374, 377, 1])",2025-06-18T13:59:10.603683
296,"Recent research in Explainable AI achieves breakthrough performance on cybersecurity, showing promising results with practical implications for real-world deployment.",cybersecurity,Explainable AI,0.6540517210960388,0.296,True,10,1,10,"Episode_296: 中間抽象度, 集約的 (dims: [106, 62, 379, 367, 71])",2025-06-18T13:59:10.650182
297,"Recent research in Multimodal Learning introduces novel architecture for climate modeling, showing promising results with practical implications for real-world deployment.",climate modeling,Multimodal Learning,0.8807835876941681,0.297,True,10,1,10,"Episode_297: 中間抽象度, 集約的 (dims: [285, 367, 267, 188, 181])",2025-06-18T13:59:10.695707
298,"Recent research in Few-shot Learning demonstrates significant improvements in drug discovery, showing promising results with practical implications for real-world deployment.",drug discovery,Few-shot Learning,0.6858410239219666,0.298,True,10,1,10,"Episode_298: 中間抽象度, 集約的 (dims: [183, 158, 326, 305, 201])",2025-06-18T13:59:10.740880
299,"Recent research in Transfer Learning reveals new insights about financial prediction, showing promising results with practical implications for real-world deployment.",financial prediction,Transfer Learning,0.647900253534317,0.299,True,10,1,10,"Episode_299: 中間抽象度, 集約的 (dims: [263, 116, 146, 202, 67])",2025-06-18T13:59:10.784763
300,"Recent research in Adversarial Machine Learning establishes new benchmarks for educational technology, showing promising results with practical implications for real-world deployment.",educational technology,Adversarial Machine Learning,0.6267958283424377,0.3,True,10,1,10,"Episode_300: 中間抽象度, 集約的 (dims: [304, 34, 109, 141, 249])",2025-06-18T13:59:10.830463
301,"Recent research in Large Language Models achieves breakthrough performance on medical diagnosis, showing promising results with practical implications for real-world deployment.",medical diagnosis,Large Language Models,0.7565554976463318,0.3,True,0,1,10,"Episode_301: 中間抽象度, 集約的 (dims: [13, 282, 58, 91, 281])",2025-06-18T13:59:10.877976
302,"Recent research in Computer Vision introduces novel architecture for autonomous systems, showing promising results with practical implications for real-world deployment.",autonomous systems,Computer Vision,0.8714620172977448,0.3,True,10,1,10,"Episode_302: 中間抽象度, 集約的 (dims: [55, 373, 124, 359, 302])",2025-06-18T13:59:10.929533
303,"Recent research in Reinforcement Learning demonstrates significant improvements in natural language processing, showing promising results with practical implications for real-world deployment.",natural language processing,Reinforcement Learning,0.7472319304943085,0.3,True,10,1,10,"Episode_303: 中間抽象度, 集約的 (dims: [36, 182, 77, 235, 202])",2025-06-18T13:59:11.056971
304,"Recent research in Graph Neural Networks reveals new insights about computer vision, showing promising results with practical implications for real-world deployment.",computer vision,Graph Neural Networks,0.750832736492157,0.3,True,10,1,10,"Episode_304: 中間抽象度, 集約的 (dims: [360, 184, 305, 266, 71])",2025-06-18T13:59:11.106450
305,"Recent research in Federated Learning establishes new benchmarks for robotics, showing promising results with practical implications for real-world deployment.",robotics,Federated Learning,0.6535001993179321,0.3,True,10,1,10,"Episode_305: 中間抽象度, 集約的 (dims: [309, 42, 374, 377, 1])",2025-06-18T13:59:11.151401
306,"Recent research in Explainable AI achieves breakthrough performance on cybersecurity, showing promising results with practical implications for real-world deployment.",cybersecurity,Explainable AI,0.6540517210960388,0.3,True,10,1,10,"Episode_306: 中間抽象度, 集約的 (dims: [106, 62, 379, 367, 71])",2025-06-18T13:59:11.197437
307,"Recent research in Multimodal Learning introduces novel architecture for climate modeling, showing promising results with practical implications for real-world deployment.",climate modeling,Multimodal Learning,0.8807835876941681,0.3,True,10,1,10,"Episode_307: 中間抽象度, 集約的 (dims: [285, 367, 267, 188, 181])",2025-06-18T13:59:11.246979
308,"Recent research in Few-shot Learning demonstrates significant improvements in drug discovery, showing promising results with practical implications for real-world deployment.",drug discovery,Few-shot Learning,0.6858410239219666,0.3,True,10,1,10,"Episode_308: 中間抽象度, 集約的 (dims: [183, 158, 326, 305, 201])",2025-06-18T13:59:11.325132
309,"Recent research in Transfer Learning reveals new insights about financial prediction, showing promising results with practical implications for real-world deployment.",financial prediction,Transfer Learning,0.647900253534317,0.3,True,10,1,10,"Episode_309: 中間抽象度, 集約的 (dims: [263, 116, 146, 202, 67])",2025-06-18T13:59:11.383144
310,"Recent research in Adversarial Machine Learning establishes new benchmarks for educational technology, showing promising results with practical implications for real-world deployment.",educational technology,Adversarial Machine Learning,0.6267958283424377,0.3,True,10,1,10,"Episode_310: 中間抽象度, 集約的 (dims: [304, 34, 109, 141, 249])",2025-06-18T13:59:11.439802
311,"Recent research in Large Language Models achieves breakthrough performance on medical diagnosis, showing promising results with practical implications for real-world deployment.",medical diagnosis,Large Language Models,0.7565554976463318,0.3,True,0,1,10,"Episode_311: 中間抽象度, 集約的 (dims: [13, 282, 58, 91, 281])",2025-06-18T13:59:11.492472
312,"Recent research in Computer Vision introduces novel architecture for autonomous systems, showing promising results with practical implications for real-world deployment.",autonomous systems,Computer Vision,0.8714620172977448,0.3,True,10,1,10,"Episode_312: 中間抽象度, 集約的 (dims: [55, 373, 124, 359, 302])",2025-06-18T13:59:11.537646
313,"Recent research in Reinforcement Learning demonstrates significant improvements in natural language processing, showing promising results with practical implications for real-world deployment.",natural language processing,Reinforcement Learning,0.7472319304943085,0.3,True,10,1,10,"Episode_313: 中間抽象度, 集約的 (dims: [36, 182, 77, 235, 202])",2025-06-18T13:59:11.582424
314,"Recent research in Graph Neural Networks reveals new insights about computer vision, showing promising results with practical implications for real-world deployment.",computer vision,Graph Neural Networks,0.750832736492157,0.3,True,10,1,10,"Episode_314: 中間抽象度, 集約的 (dims: [360, 184, 305, 266, 71])",2025-06-18T13:59:11.627199
315,"Recent research in Federated Learning establishes new benchmarks for robotics, showing promising results with practical implications for real-world deployment.",robotics,Federated Learning,0.6535001993179321,0.3,True,10,1,10,"Episode_315: 中間抽象度, 集約的 (dims: [309, 42, 374, 377, 1])",2025-06-18T13:59:11.672327
316,"Recent research in Explainable AI achieves breakthrough performance on cybersecurity, showing promising results with practical implications for real-world deployment.",cybersecurity,Explainable AI,0.6540517210960388,0.3,True,10,1,10,"Episode_316: 中間抽象度, 集約的 (dims: [106, 62, 379, 367, 71])",2025-06-18T13:59:11.718369
317,"Recent research in Multimodal Learning introduces novel architecture for climate modeling, showing promising results with practical implications for real-world deployment.",climate modeling,Multimodal Learning,0.8807835876941681,0.3,True,10,1,10,"Episode_317: 中間抽象度, 集約的 (dims: [285, 367, 267, 188, 181])",2025-06-18T13:59:11.766147
318,"Recent research in Few-shot Learning demonstrates significant improvements in drug discovery, showing promising results with practical implications for real-world deployment.",drug discovery,Few-shot Learning,0.6858410239219666,0.3,True,10,1,10,"Episode_318: 中間抽象度, 集約的 (dims: [183, 158, 326, 305, 201])",2025-06-18T13:59:11.813089
319,"Recent research in Transfer Learning reveals new insights about financial prediction, showing promising results with practical implications for real-world deployment.",financial prediction,Transfer Learning,0.647900253534317,0.3,True,10,1,10,"Episode_319: 中間抽象度, 集約的 (dims: [263, 116, 146, 202, 67])",2025-06-18T13:59:11.857495
320,"Recent research in Adversarial Machine Learning establishes new benchmarks for educational technology, showing promising results with practical implications for real-world deployment.",educational technology,Adversarial Machine Learning,0.6267958283424377,0.3,True,10,1,10,"Episode_320: 中間抽象度, 集約的 (dims: [304, 34, 109, 141, 249])",2025-06-18T13:59:11.904080
321,"Recent research in Large Language Models achieves breakthrough performance on medical diagnosis, showing promising results with practical implications for real-world deployment.",medical diagnosis,Large Language Models,0.7565554976463318,0.3,True,0,1,10,"Episode_321: 中間抽象度, 集約的 (dims: [13, 282, 58, 91, 281])",2025-06-18T13:59:11.951712
322,"Recent research in Computer Vision introduces novel architecture for autonomous systems, showing promising results with practical implications for real-world deployment.",autonomous systems,Computer Vision,0.8714620172977448,0.3,True,10,1,10,"Episode_322: 中間抽象度, 集約的 (dims: [55, 373, 124, 359, 302])",2025-06-18T13:59:11.997117
323,"Recent research in Reinforcement Learning demonstrates significant improvements in natural language processing, showing promising results with practical implications for real-world deployment.",natural language processing,Reinforcement Learning,0.7472319304943085,0.3,True,10,1,10,"Episode_323: 中間抽象度, 集約的 (dims: [36, 182, 77, 235, 202])",2025-06-18T13:59:12.042501
324,"Recent research in Graph Neural Networks reveals new insights about computer vision, showing promising results with practical implications for real-world deployment.",computer vision,Graph Neural Networks,0.750832736492157,0.3,True,10,1,10,"Episode_324: 中間抽象度, 集約的 (dims: [360, 184, 305, 266, 71])",2025-06-18T13:59:12.087784
325,"Recent research in Federated Learning establishes new benchmarks for robotics, showing promising results with practical implications for real-world deployment.",robotics,Federated Learning,0.6535001993179321,0.3,True,10,1,10,"Episode_325: 中間抽象度, 集約的 (dims: [309, 42, 374, 377, 1])",2025-06-18T13:59:12.132491
326,"Recent research in Explainable AI achieves breakthrough performance on cybersecurity, showing promising results with practical implications for real-world deployment.",cybersecurity,Explainable AI,0.6540517210960388,0.3,True,10,1,10,"Episode_326: 中間抽象度, 集約的 (dims: [106, 62, 379, 367, 71])",2025-06-18T13:59:12.182651
327,"Recent research in Multimodal Learning introduces novel architecture for climate modeling, showing promising results with practical implications for real-world deployment.",climate modeling,Multimodal Learning,0.8807835876941681,0.3,True,10,1,10,"Episode_327: 中間抽象度, 集約的 (dims: [285, 367, 267, 188, 181])",2025-06-18T13:59:12.229774
328,"Recent research in Few-shot Learning demonstrates significant improvements in drug discovery, showing promising results with practical implications for real-world deployment.",drug discovery,Few-shot Learning,0.6858410239219666,0.3,True,10,1,10,"Episode_328: 中間抽象度, 集約的 (dims: [183, 158, 326, 305, 201])",2025-06-18T13:59:12.277327
329,"Recent research in Transfer Learning reveals new insights about financial prediction, showing promising results with practical implications for real-world deployment.",financial prediction,Transfer Learning,0.647900253534317,0.3,True,10,1,10,"Episode_329: 中間抽象度, 集約的 (dims: [263, 116, 146, 202, 67])",2025-06-18T13:59:12.323089
330,"Recent research in Adversarial Machine Learning establishes new benchmarks for educational technology, showing promising results with practical implications for real-world deployment.",educational technology,Adversarial Machine Learning,0.6267958283424377,0.3,True,10,1,10,"Episode_330: 中間抽象度, 集約的 (dims: [304, 34, 109, 141, 249])",2025-06-18T13:59:12.367878
331,"Recent research in Large Language Models achieves breakthrough performance on medical diagnosis, showing promising results with practical implications for real-world deployment.",medical diagnosis,Large Language Models,0.7565554976463318,0.3,True,0,1,10,"Episode_331: 中間抽象度, 集約的 (dims: [13, 282, 58, 91, 281])",2025-06-18T13:59:12.413926
332,"Recent research in Computer Vision introduces novel architecture for autonomous systems, showing promising results with practical implications for real-world deployment.",autonomous systems,Computer Vision,0.8714620172977448,0.3,True,10,1,10,"Episode_332: 中間抽象度, 集約的 (dims: [55, 373, 124, 359, 302])",2025-06-18T13:59:12.459689
333,"Recent research in Reinforcement Learning demonstrates significant improvements in natural language processing, showing promising results with practical implications for real-world deployment.",natural language processing,Reinforcement Learning,0.7472319304943085,0.3,True,10,1,10,"Episode_333: 中間抽象度, 集約的 (dims: [36, 182, 77, 235, 202])",2025-06-18T13:59:12.504454
334,"Recent research in Graph Neural Networks reveals new insights about computer vision, showing promising results with practical implications for real-world deployment.",computer vision,Graph Neural Networks,0.750832736492157,0.3,True,10,1,10,"Episode_334: 中間抽象度, 集約的 (dims: [360, 184, 305, 266, 71])",2025-06-18T13:59:12.549005
335,"Recent research in Federated Learning establishes new benchmarks for robotics, showing promising results with practical implications for real-world deployment.",robotics,Federated Learning,0.6535001993179321,0.3,True,10,1,10,"Episode_335: 中間抽象度, 集約的 (dims: [309, 42, 374, 377, 1])",2025-06-18T13:59:12.594404
336,"Recent research in Explainable AI achieves breakthrough performance on cybersecurity, showing promising results with practical implications for real-world deployment.",cybersecurity,Explainable AI,0.6540517210960388,0.3,True,10,1,10,"Episode_336: 中間抽象度, 集約的 (dims: [106, 62, 379, 367, 71])",2025-06-18T13:59:12.640315
337,"Recent research in Multimodal Learning introduces novel architecture for climate modeling, showing promising results with practical implications for real-world deployment.",climate modeling,Multimodal Learning,0.8807835876941681,0.3,True,10,1,10,"Episode_337: 中間抽象度, 集約的 (dims: [285, 367, 267, 188, 181])",2025-06-18T13:59:12.686803
338,"Recent research in Few-shot Learning demonstrates significant improvements in drug discovery, showing promising results with practical implications for real-world deployment.",drug discovery,Few-shot Learning,0.6858410239219666,0.3,True,10,1,10,"Episode_338: 中間抽象度, 集約的 (dims: [183, 158, 326, 305, 201])",2025-06-18T13:59:12.732812
339,"Recent research in Transfer Learning reveals new insights about financial prediction, showing promising results with practical implications for real-world deployment.",financial prediction,Transfer Learning,0.647900253534317,0.3,True,10,1,10,"Episode_339: 中間抽象度, 集約的 (dims: [263, 116, 146, 202, 67])",2025-06-18T13:59:12.777276
340,"Recent research in Adversarial Machine Learning establishes new benchmarks for educational technology, showing promising results with practical implications for real-world deployment.",educational technology,Adversarial Machine Learning,0.6267958283424377,0.3,True,10,1,10,"Episode_340: 中間抽象度, 集約的 (dims: [304, 34, 109, 141, 249])",2025-06-18T13:59:12.822809
341,"Recent research in Large Language Models achieves breakthrough performance on medical diagnosis, showing promising results with practical implications for real-world deployment.",medical diagnosis,Large Language Models,0.7565554976463318,0.3,True,0,1,10,"Episode_341: 中間抽象度, 集約的 (dims: [13, 282, 58, 91, 281])",2025-06-18T13:59:12.869553
342,"Recent research in Computer Vision introduces novel architecture for autonomous systems, showing promising results with practical implications for real-world deployment.",autonomous systems,Computer Vision,0.8714620172977448,0.3,True,10,1,10,"Episode_342: 中間抽象度, 集約的 (dims: [55, 373, 124, 359, 302])",2025-06-18T13:59:12.913802
343,"Recent research in Reinforcement Learning demonstrates significant improvements in natural language processing, showing promising results with practical implications for real-world deployment.",natural language processing,Reinforcement Learning,0.7472319304943085,0.3,True,10,1,10,"Episode_343: 中間抽象度, 集約的 (dims: [36, 182, 77, 235, 202])",2025-06-18T13:59:12.959642
344,"Recent research in Graph Neural Networks reveals new insights about computer vision, showing promising results with practical implications for real-world deployment.",computer vision,Graph Neural Networks,0.750832736492157,0.3,True,10,1,10,"Episode_344: 中間抽象度, 集約的 (dims: [360, 184, 305, 266, 71])",2025-06-18T13:59:13.004901
345,"Recent research in Federated Learning establishes new benchmarks for robotics, showing promising results with practical implications for real-world deployment.",robotics,Federated Learning,0.6535001993179321,0.3,True,10,1,10,"Episode_345: 中間抽象度, 集約的 (dims: [309, 42, 374, 377, 1])",2025-06-18T13:59:13.049547
346,"Recent research in Explainable AI achieves breakthrough performance on cybersecurity, showing promising results with practical implications for real-world deployment.",cybersecurity,Explainable AI,0.6540517210960388,0.3,True,10,1,10,"Episode_346: 中間抽象度, 集約的 (dims: [106, 62, 379, 367, 71])",2025-06-18T13:59:13.094769
347,"Recent research in Multimodal Learning introduces novel architecture for climate modeling, showing promising results with practical implications for real-world deployment.",climate modeling,Multimodal Learning,0.8807835876941681,0.3,True,10,1,10,"Episode_347: 中間抽象度, 集約的 (dims: [285, 367, 267, 188, 181])",2025-06-18T13:59:13.141189
348,"Recent research in Few-shot Learning demonstrates significant improvements in drug discovery, showing promising results with practical implications for real-world deployment.",drug discovery,Few-shot Learning,0.6858410239219666,0.3,True,10,1,10,"Episode_348: 中間抽象度, 集約的 (dims: [183, 158, 326, 305, 201])",2025-06-18T13:59:13.187738
349,"Recent research in Transfer Learning reveals new insights about financial prediction, showing promising results with practical implications for real-world deployment.",financial prediction,Transfer Learning,0.647900253534317,0.3,True,10,1,10,"Episode_349: 中間抽象度, 集約的 (dims: [263, 116, 146, 202, 67])",2025-06-18T13:59:13.232332
350,"Recent research in Adversarial Machine Learning establishes new benchmarks for educational technology, showing promising results with practical implications for real-world deployment.",educational technology,Adversarial Machine Learning,0.6267958283424377,0.3,True,10,1,10,"Episode_350: 中間抽象度, 集約的 (dims: [304, 34, 109, 141, 249])",2025-06-18T13:59:13.277641
351,"Recent research in Large Language Models achieves breakthrough performance on medical diagnosis, showing promising results with practical implications for real-world deployment.",medical diagnosis,Large Language Models,0.7565554976463318,0.3,True,0,1,10,"Episode_351: 中間抽象度, 集約的 (dims: [13, 282, 58, 91, 281])",2025-06-18T13:59:13.324148
352,"Recent research in Computer Vision introduces novel architecture for autonomous systems, showing promising results with practical implications for real-world deployment.",autonomous systems,Computer Vision,0.8714620172977448,0.3,True,10,1,10,"Episode_352: 中間抽象度, 集約的 (dims: [55, 373, 124, 359, 302])",2025-06-18T13:59:13.368481
353,"Recent research in Reinforcement Learning demonstrates significant improvements in natural language processing, showing promising results with practical implications for real-world deployment.",natural language processing,Reinforcement Learning,0.7472319304943085,0.3,True,10,1,10,"Episode_353: 中間抽象度, 集約的 (dims: [36, 182, 77, 235, 202])",2025-06-18T13:59:13.413711
354,"Recent research in Graph Neural Networks reveals new insights about computer vision, showing promising results with practical implications for real-world deployment.",computer vision,Graph Neural Networks,0.750832736492157,0.3,True,10,1,10,"Episode_354: 中間抽象度, 集約的 (dims: [360, 184, 305, 266, 71])",2025-06-18T13:59:13.458719
355,"Recent research in Federated Learning establishes new benchmarks for robotics, showing promising results with practical implications for real-world deployment.",robotics,Federated Learning,0.6535001993179321,0.3,True,10,1,10,"Episode_355: 中間抽象度, 集約的 (dims: [309, 42, 374, 377, 1])",2025-06-18T13:59:13.504359
356,"Recent research in Explainable AI achieves breakthrough performance on cybersecurity, showing promising results with practical implications for real-world deployment.",cybersecurity,Explainable AI,0.6540517210960388,0.3,True,10,1,10,"Episode_356: 中間抽象度, 集約的 (dims: [106, 62, 379, 367, 71])",2025-06-18T13:59:13.550113
357,"Recent research in Multimodal Learning introduces novel architecture for climate modeling, showing promising results with practical implications for real-world deployment.",climate modeling,Multimodal Learning,0.8807835876941681,0.3,True,10,1,10,"Episode_357: 中間抽象度, 集約的 (dims: [285, 367, 267, 188, 181])",2025-06-18T13:59:13.595929
358,"Recent research in Few-shot Learning demonstrates significant improvements in drug discovery, showing promising results with practical implications for real-world deployment.",drug discovery,Few-shot Learning,0.6858410239219666,0.3,True,10,1,10,"Episode_358: 中間抽象度, 集約的 (dims: [183, 158, 326, 305, 201])",2025-06-18T13:59:13.642677
359,"Recent research in Transfer Learning reveals new insights about financial prediction, showing promising results with practical implications for real-world deployment.",financial prediction,Transfer Learning,0.647900253534317,0.3,True,10,1,10,"Episode_359: 中間抽象度, 集約的 (dims: [263, 116, 146, 202, 67])",2025-06-18T13:59:13.688047
360,"Recent research in Adversarial Machine Learning establishes new benchmarks for educational technology, showing promising results with practical implications for real-world deployment.",educational technology,Adversarial Machine Learning,0.6267958283424377,0.3,True,10,1,10,"Episode_360: 中間抽象度, 集約的 (dims: [304, 34, 109, 141, 249])",2025-06-18T13:59:13.733961
361,"Recent research in Large Language Models achieves breakthrough performance on medical diagnosis, showing promising results with practical implications for real-world deployment.",medical diagnosis,Large Language Models,0.7565554976463318,0.3,True,0,1,10,"Episode_361: 中間抽象度, 集約的 (dims: [13, 282, 58, 91, 281])",2025-06-18T13:59:13.780778
362,"Recent research in Computer Vision introduces novel architecture for autonomous systems, showing promising results with practical implications for real-world deployment.",autonomous systems,Computer Vision,0.8714620172977448,0.3,True,10,1,10,"Episode_362: 中間抽象度, 集約的 (dims: [55, 373, 124, 359, 302])",2025-06-18T13:59:13.825596
363,"Recent research in Reinforcement Learning demonstrates significant improvements in natural language processing, showing promising results with practical implications for real-world deployment.",natural language processing,Reinforcement Learning,0.7472319304943085,0.3,True,10,1,10,"Episode_363: 中間抽象度, 集約的 (dims: [36, 182, 77, 235, 202])",2025-06-18T13:59:13.870819
364,"Recent research in Graph Neural Networks reveals new insights about computer vision, showing promising results with practical implications for real-world deployment.",computer vision,Graph Neural Networks,0.750832736492157,0.3,True,10,1,10,"Episode_364: 中間抽象度, 集約的 (dims: [360, 184, 305, 266, 71])",2025-06-18T13:59:13.915403
365,"Recent research in Federated Learning establishes new benchmarks for robotics, showing promising results with practical implications for real-world deployment.",robotics,Federated Learning,0.6535001993179321,0.3,True,10,1,10,"Episode_365: 中間抽象度, 集約的 (dims: [309, 42, 374, 377, 1])",2025-06-18T13:59:13.960227
366,"Recent research in Explainable AI achieves breakthrough performance on cybersecurity, showing promising results with practical implications for real-world deployment.",cybersecurity,Explainable AI,0.6540517210960388,0.3,True,10,1,10,"Episode_366: 中間抽象度, 集約的 (dims: [106, 62, 379, 367, 71])",2025-06-18T13:59:14.006562
367,"Recent research in Multimodal Learning introduces novel architecture for climate modeling, showing promising results with practical implications for real-world deployment.",climate modeling,Multimodal Learning,0.8807835876941681,0.3,True,10,1,10,"Episode_367: 中間抽象度, 集約的 (dims: [285, 367, 267, 188, 181])",2025-06-18T13:59:14.052561
368,"Recent research in Few-shot Learning demonstrates significant improvements in drug discovery, showing promising results with practical implications for real-world deployment.",drug discovery,Few-shot Learning,0.6858410239219666,0.3,True,10,1,10,"Episode_368: 中間抽象度, 集約的 (dims: [183, 158, 326, 305, 201])",2025-06-18T13:59:14.098817
369,"Recent research in Transfer Learning reveals new insights about financial prediction, showing promising results with practical implications for real-world deployment.",financial prediction,Transfer Learning,0.647900253534317,0.3,True,10,1,10,"Episode_369: 中間抽象度, 集約的 (dims: [263, 116, 146, 202, 67])",2025-06-18T13:59:14.143926
370,"Recent research in Adversarial Machine Learning establishes new benchmarks for educational technology, showing promising results with practical implications for real-world deployment.",educational technology,Adversarial Machine Learning,0.6267958283424377,0.3,True,10,1,10,"Episode_370: 中間抽象度, 集約的 (dims: [304, 34, 109, 141, 249])",2025-06-18T13:59:14.191157
371,"Recent research in Large Language Models achieves breakthrough performance on medical diagnosis, showing promising results with practical implications for real-world deployment.",medical diagnosis,Large Language Models,0.7565554976463318,0.3,True,0,1,10,"Episode_371: 中間抽象度, 集約的 (dims: [13, 282, 58, 91, 281])",2025-06-18T13:59:14.236846
372,"Recent research in Computer Vision introduces novel architecture for autonomous systems, showing promising results with practical implications for real-world deployment.",autonomous systems,Computer Vision,0.8714620172977448,0.3,True,10,1,10,"Episode_372: 中間抽象度, 集約的 (dims: [55, 373, 124, 359, 302])",2025-06-18T13:59:14.280303
373,"Recent research in Reinforcement Learning demonstrates significant improvements in natural language processing, showing promising results with practical implications for real-world deployment.",natural language processing,Reinforcement Learning,0.7472319304943085,0.3,True,10,1,10,"Episode_373: 中間抽象度, 集約的 (dims: [36, 182, 77, 235, 202])",2025-06-18T13:59:14.324883
374,"Recent research in Graph Neural Networks reveals new insights about computer vision, showing promising results with practical implications for real-world deployment.",computer vision,Graph Neural Networks,0.750832736492157,0.3,True,10,1,10,"Episode_374: 中間抽象度, 集約的 (dims: [360, 184, 305, 266, 71])",2025-06-18T13:59:14.371006
375,"Recent research in Federated Learning establishes new benchmarks for robotics, showing promising results with practical implications for real-world deployment.",robotics,Federated Learning,0.6535001993179321,0.3,True,10,1,10,"Episode_375: 中間抽象度, 集約的 (dims: [309, 42, 374, 377, 1])",2025-06-18T13:59:14.415343
376,"Recent research in Explainable AI achieves breakthrough performance on cybersecurity, showing promising results with practical implications for real-world deployment.",cybersecurity,Explainable AI,0.6540517210960388,0.3,True,10,1,10,"Episode_376: 中間抽象度, 集約的 (dims: [106, 62, 379, 367, 71])",2025-06-18T13:59:14.460813
377,"Recent research in Multimodal Learning introduces novel architecture for climate modeling, showing promising results with practical implications for real-world deployment.",climate modeling,Multimodal Learning,0.8807835876941681,0.3,True,10,1,10,"Episode_377: 中間抽象度, 集約的 (dims: [285, 367, 267, 188, 181])",2025-06-18T13:59:14.506620
378,"Recent research in Few-shot Learning demonstrates significant improvements in drug discovery, showing promising results with practical implications for real-world deployment.",drug discovery,Few-shot Learning,0.6858410239219666,0.3,True,10,1,10,"Episode_378: 中間抽象度, 集約的 (dims: [183, 158, 326, 305, 201])",2025-06-18T13:59:14.552607
379,"Recent research in Transfer Learning reveals new insights about financial prediction, showing promising results with practical implications for real-world deployment.",financial prediction,Transfer Learning,0.647900253534317,0.3,True,10,1,10,"Episode_379: 中間抽象度, 集約的 (dims: [263, 116, 146, 202, 67])",2025-06-18T13:59:14.597658
380,"Recent research in Adversarial Machine Learning establishes new benchmarks for educational technology, showing promising results with practical implications for real-world deployment.",educational technology,Adversarial Machine Learning,0.6267958283424377,0.3,True,10,1,10,"Episode_380: 中間抽象度, 集約的 (dims: [304, 34, 109, 141, 249])",2025-06-18T13:59:14.643554
381,"Recent research in Large Language Models achieves breakthrough performance on medical diagnosis, showing promising results with practical implications for real-world deployment.",medical diagnosis,Large Language Models,0.7565554976463318,0.3,True,0,1,10,"Episode_381: 中間抽象度, 集約的 (dims: [13, 282, 58, 91, 281])",2025-06-18T13:59:14.691543
382,"Recent research in Computer Vision introduces novel architecture for autonomous systems, showing promising results with practical implications for real-world deployment.",autonomous systems,Computer Vision,0.8714620172977448,0.3,True,10,1,10,"Episode_382: 中間抽象度, 集約的 (dims: [55, 373, 124, 359, 302])",2025-06-18T13:59:14.736085
383,"Recent research in Reinforcement Learning demonstrates significant improvements in natural language processing, showing promising results with practical implications for real-world deployment.",natural language processing,Reinforcement Learning,0.7472319304943085,0.3,True,10,1,10,"Episode_383: 中間抽象度, 集約的 (dims: [36, 182, 77, 235, 202])",2025-06-18T13:59:14.780264
384,"Recent research in Graph Neural Networks reveals new insights about computer vision, showing promising results with practical implications for real-world deployment.",computer vision,Graph Neural Networks,0.750832736492157,0.3,True,10,1,10,"Episode_384: 中間抽象度, 集約的 (dims: [360, 184, 305, 266, 71])",2025-06-18T13:59:14.825085
385,"Recent research in Federated Learning establishes new benchmarks for robotics, showing promising results with practical implications for real-world deployment.",robotics,Federated Learning,0.6535001993179321,0.3,True,10,1,10,"Episode_385: 中間抽象度, 集約的 (dims: [309, 42, 374, 377, 1])",2025-06-18T13:59:14.870525
386,"Recent research in Explainable AI achieves breakthrough performance on cybersecurity, showing promising results with practical implications for real-world deployment.",cybersecurity,Explainable AI,0.6540517210960388,0.3,True,10,1,10,"Episode_386: 中間抽象度, 集約的 (dims: [106, 62, 379, 367, 71])",2025-06-18T13:59:14.915597
387,"Recent research in Multimodal Learning introduces novel architecture for climate modeling, showing promising results with practical implications for real-world deployment.",climate modeling,Multimodal Learning,0.8807835876941681,0.3,True,10,1,10,"Episode_387: 中間抽象度, 集約的 (dims: [285, 367, 267, 188, 181])",2025-06-18T13:59:14.961750
388,"Recent research in Few-shot Learning demonstrates significant improvements in drug discovery, showing promising results with practical implications for real-world deployment.",drug discovery,Few-shot Learning,0.6858410239219666,0.3,True,10,1,10,"Episode_388: 中間抽象度, 集約的 (dims: [183, 158, 326, 305, 201])",2025-06-18T13:59:15.008298
389,"Recent research in Transfer Learning reveals new insights about financial prediction, showing promising results with practical implications for real-world deployment.",financial prediction,Transfer Learning,0.647900253534317,0.3,True,10,1,10,"Episode_389: 中間抽象度, 集約的 (dims: [263, 116, 146, 202, 67])",2025-06-18T13:59:15.052853
