file_path,module,domain,subdomain,responsibility_summary,line_count,class_count,function_count,classes,top_level_functions,runtime_reachable,test_reachable,internal_indegree,priority,recommended_action,merge_with,split_recommendation,improvement_proposal
src/insightspike/providers/simple_local.py,insightspike.providers.simple_local,providers,providers,LLM/モデルプロバイダ,131,1,0,SimpleLocalProvider,-,yes,yes,1,P3,keep,-,-,現行経路で利用。責務境界の明文化と型・テスト補強を継続
src/insightspike/public/__init__.py,insightspike.public.__init__,public,public,公開API表層,61,0,3,-,load_config|get_config_summary|create_datastore,yes,yes,1,P3,keep,-,-,現行経路で利用。責務境界の明文化と型・テスト補強を継続
src/insightspike/public/wrapper.py,insightspike.public.wrapper,public,public,公開API表層,325,1,0,InsightAppWrapper,-,yes,yes,1,P3,keep,-,-,現行経路で利用。責務境界の明文化と型・テスト補強を継続
src/insightspike/query/query_recorder.py,insightspike.query.query_recorder,query,query,クエリ記録/探索,83,2,0,QueryRecord|QueryRecorder,-,yes,yes,2,P3,keep,-,-,現行経路で利用。責務境界の明文化と型・テスト補強を継続
src/insightspike/quick_start.py,insightspike.quick_start,root,root,パッケージ初期化/公開エントリ,213,0,7,-,create_agent|quick_demo|_prepare_config_overrides|_apply_config_overrides|_config_to_dict|_deep_merge_dicts|_has_cuda_support,yes,yes,3,P3,keep,-,-,現行経路で利用。責務境界の明文化と型・テスト補強を継続
src/insightspike/tools/experiments.py,insightspike.tools.experiments,tools,tools,補助ツール,222,2,0,ExperimentRunner|DemoRunner,-,yes,yes,1,P3,keep,-,-,現行経路で利用。責務境界の明文化と型・テスト補強を継続
src/insightspike/utils/embedding_utils.py,insightspike.utils.embedding_utils,utils,utils,ユーティリティ,139,0,3,-,normalize_embedding_shape|normalize_batch_embeddings|validate_embedding_dimension,yes,yes,1,P3,keep,-,-,現行経路で利用。責務境界の明文化と型・テスト補強を継続
src/insightspike/utils/path_utils.py,insightspike.utils.path_utils,utils,utils,ユーティリティ,52,0,2,-,_detect_project_root|resolve_project_relative,yes,yes,5,P3,keep,-,-,現行経路で利用。責務境界の明文化と型・テスト補強を継続
src/insightspike/utils/similarity_converter.py,insightspike.utils.similarity_converter,utils,utils,ユーティリティ,143,1,0,SimilarityConverter,-,yes,yes,2,P3,keep,-,-,現行経路で利用。責務境界の明文化と型・テスト補強を継続
src/insightspike/utils/text_utils.py,insightspike.utils.text_utils,utils,utils,ユーティリティ,50,0,3,-,iter_text|clean_text|jaccard_similarity,yes,no,2,P3,keep,-,-,現行経路で利用。責務境界の明文化と型・テスト補強を継続
src/insightspike/vector_index/__init__.py,insightspike.vector_index.__init__,vector_index,vector_index,ベクトル索引,15,0,0,-,-,yes,yes,5,P3,keep,-,-,現行経路で利用。責務境界の明文化と型・テスト補強を継続
src/insightspike/vector_index/factory.py,insightspike.vector_index.factory,vector_index,vector_index,ベクトル索引,179,2,0,FaissIndexWrapper|VectorIndexFactory,-,yes,yes,1,P3,keep,-,-,現行経路で利用。責務境界の明文化と型・テスト補強を継続
src/insightspike/vector_index/interface.py,insightspike.vector_index.interface,vector_index,vector_index,ベクトル索引,93,1,0,VectorIndexInterface,-,yes,yes,3,P3,keep,-,-,現行経路で利用。責務境界の明文化と型・テスト補強を継続
src/insightspike/vector_index/numpy_index.py,insightspike.vector_index.numpy_index,vector_index,vector_index,ベクトル索引,255,2,0,NumpyNearestNeighborIndex|OptimizedNumpyIndex,-,yes,yes,2,P3,keep,-,-,現行経路で利用。責務境界の明文化と型・テスト補強を継続
